Date,Opponent,Result,Game Time,Attendance,Year,Team_Code
9/3/22,Colgate,W 41-10,2:58,"26,826",2022,674
9/10/22,12 Southern California,L 28-41,3:27,"43,813",2022,674
9/24/22,@ 8 Washington,L 22-40,3:20,"65,438",2022,674
10/1/22,@ 15 Oregon,L 27-45,3:55,"52,218",2022,674
10/8/22,17 Oregon St.,L 27-28,3:34,"32,482",2022,674
10/15/22,@ 18 Notre Dame,W 16-14,3:14,"77,622",2022,674
10/22/22,Arizona St.,W 15-14,3:17,"25,061",2022,674
10/29/22,@ 21 UCLA,L 13-38,3:32,"43,850",2022,674
11/5/22,Washington St.,L 14-52,3:29,"26,515",2022,674
11/12/22,@ 10 Utah,L 7-42,3:13,"51,951",2022,674
11/19/22,@ California,L 20-27,3:42,"51,892",2022,674
11/26/22,Brigham Young,L 26-35,3:11,"25,094",2022,674
8/27/22,Vanderbilt,L 10-63,3:38,"9,346",2022,277
9/3/22,Western Ky.,L 17-49,3:31,"9,346",2022,277
9/10/22,@ 3 Michigan,L 10-56,3:17,"110,012",2022,277
9/17/22,Duquesne,W 24-14,3:00,"8,991",2022,277
9/24/22,@ New Mexico St.,L 26-45,3:17,"12,879",2022,277
10/8/22,@ San Diego St.,L 14-16,3:06,"33,073",2022,277
10/15/22,Nevada,W 31-16,3:05,"9,231",2022,277
10/22/22,@ Colorado St.,L 13-17,3:07,"22,843",2022,277
10/29/22,Wyoming,L 20-27,3:06,"9,346",2022,277
11/5/22,@ 24 Fresno St.,L 13-55,3:14,"39,005",2022,277
11/12/22,Utah St.,L 34-41,3:24,"8,862",2022,277
11/19/22,UNLV,W 31-25,3:16,"9,346",2022,277
11/26/22,@ San Jose St.,L 14-27,3:00,"15,012",2022,277
9/3/22,+ 1 Georgia,L 3-49,3:10,"76,490",2022,529
9/10/22,Eastern Wash.,W 70-14,3:27,"47,289",2022,529
9/17/22,Brigham Young,W 41-20,3:19,"54,463",2022,529
9/24/22,@ Washington St.,W 44-41,4:13,"33,058",2022,529
10/1/22,Stanford,W 45-27,3:55,"52,218",2022,529
10/8/22,@ Arizona,W 49-22,3:12,"50,800",2022,529
10/22/22,21 UCLA,W 45-30,4:43,"59,962",2022,529
10/29/22,@ California,W 42-24,3:23,"37,077",2022,529
11/5/22,@ Colorado,W 49-10,3:31,"42,089",2022,529
11/12/22,8 Washington,L 34-37,3:49,"58,756",2022,529
11/19/22,10 Utah,W 20-17,3:26,"57,009",2022,529
11/26/22,@ 17 Oregon St.,L 34-38,3:41,"28,840",2022,529
12/28/22,#NAME?,W 28-27,3:32,"36,242",2022,529
9/3/22,@ Syracuse,L 7-31,3:11,"37,110",2022,367
9/9/22,@ UCF,W 20-14,3:37,"44,412",2022,367
9/16/22,11 Florida St.,L 31-35,3:50,"46,459",2022,367
9/24/22,South Fla.,W 41-3,3:34,"41,217",2022,367
10/1/22,@ Boston College,L 33-34,3:38,"38,517",2022,367
10/8/22,@ Virginia,W 34-17,3:12,"38,009",2022,367
10/22/22,22 Pittsburgh,W 24-10,3:15,"41,840",2022,367
10/29/22,Wake Forest,W 48-21,3:27,"39,503",2022,367
11/5/22,James Madison,W 34-10,3:18,"42,157",2022,367
11/12/22,@ 13 Clemson,L 16-31,3:22,"80,176",2022,367
11/19/22,North Carolina St.,W 25-10,3:35,"38,974",2022,367
11/26/22,@ Kentucky,L 13-26,3:12,"58,727",2022,367
12/17/22,#NAME?,W 24-7,3:21,0,2022,367
9/5/22,13 Clemson,L 10-41,4:20,"47,712",2022,255
9/10/22,Western Caro.,W 35-17,3:07,"36,486",2022,255
9/17/22,Mississippi,L 0-42,3:08,"40,293",2022,255
9/24/22,@ UCF,L 10-27,3:20,"44,220",2022,255
10/1/22,@ 22 Pittsburgh,W 26-21,3:33,"46,972",2022,255
10/8/22,Duke,W 23-20,3:27,"32,041",2022,255
10/20/22,Virginia,L 9-16,3:43,"29,362",2022,255
10/29/22,@ 11 Florida St.,L 16-41,3:22,"61,007",2022,255
11/5/22,@ Virginia Tech,W 28-27,3:25,"62,844",2022,255
11/12/22,Miami (Fla.),L 14-35,3:13,"33,857",2022,255
11/19/22,@ North Carolina,W 21-17,3:16,"44,940",2022,255
11/26/22,@ 1 Georgia,L 14-37,3:32,"92,746",2022,255
8/27/22,Charlotte,W 43-13,3:22,"19,571",2022,229
9/3/22,@ Ohio,L 38-41,3:29,"20,004",2022,229
9/10/22,Southeastern La.,W 42-9,3:28,"17,533",2022,229
9/17/22,UCF,L 14-40,3:40,"30,991",2022,229
9/24/22,@ Purdue,L 26-28,3:18,"55,137",2022,229
10/1/22,@ North Texas,L 28-45,3:54,"18,274",2022,229
10/15/22,Rice,W 17-14,3:19,"21,465",2022,229
10/22/22,@ UTEP,L 21-24,3:20,"12,796",2022,229
10/29/22,UAB,W 24-17,3:16,"16,138",2022,229
11/12/22,@ Florida Int'l,W 52-7,3:16,0,2022,229
11/19/22,@ Middle Tenn. St.,L 21-49,3:17,"9,958",2022,229
11/26/22,Western Ky.,L 31-32,3:53,"18,376",2022,229
9/3/22,Arizona,L 20-38,3:12,"34,046",2022,626
9/10/22,Idaho St.,W 38-7,3:11,"27,865",2022,626
9/17/22,@ 10 Utah,L 7-35,3:07,"51,602",2022,626
9/24/22,Toledo,W 17-14,3:17,"27,108",2022,626
9/30/22,@ Boise St.,L 13-35,3:10,0,2022,626
10/8/22,Hawaii,W 16-14,3:06,"33,073",2022,626
10/22/22,@ Nevada,W 23-7,3:13,"16,363",2022,626
10/29/22,@ 24 Fresno St.,L 28-32,3:19,"37,107",2022,626
11/5/22,UNLV,W 14-10,3:11,"28,854",2022,626
11/12/22,San Jose St.,W 43-27,3:03,"28,406",2022,626
11/18/22,@ New Mexico,W 34-10,3:07,"14,309",2022,626
11/26/22,Air Force,L 3-13,2:54,"25,223",2022,626
12/24/22,#NAME?,L 23-25,3:40,"6,605",2022,626
9/1/22,LIU,W 37-0,3:21,"21,291",2022,709
9/10/22,Massachusetts,W 55-10,3:22,"20,147",2022,709
9/17/22,@ 4 Ohio St.,L 21-77,3:26,"105,398",2022,709
9/24/22,@ San Diego St.,L 14-17,3:17,"27,108",2022,709
10/1/22,Central Mich.,W 38-17,3:31,"22,273",2022,709
10/8/22,@ Northern Ill.,W 52-32,3:31,"12,682",2022,709
10/15/22,Kent St.,W 52-31,3:18,"19,139",2022,709
10/22/22,@ Buffalo,L 27-34,3:33,"14,190",2022,709
10/29/22,@ Eastern Mich.,W 27-24,3:47,"14,270",2022,709
11/8/22,Ball St.,W 28-21,3:42,"14,462",2022,709
11/15/22,Bowling Green,L 35-42,3:58,"20,027",2022,709
11/25/22,@ Western Mich.,L 14-20,3:39,"8,645",2022,709
12/3/22,#NAME?,W 17-7,3:21,"15,550",2022,709
12/20/22,#NAME?,W 21-19,3:15,"20,622",2022,709
8/27/22,Wyoming,W 38-6,3:31,"37,832",2022,301
9/2/22,@ Indiana,L 20-23,3:58,"44,357",2022,301
9/10/22,Virginia,W 24-3,3:42,"33,669",2022,301
9/22/22,Chattanooga,W 31-0,3:05,"37,579",2022,301
10/1/22,@ Wisconsin,W 34-10,3:30,"73,502",2022,301
10/8/22,Iowa,W 9-6,3:41,"44,910",2022,301
10/15/22,Minnesota,W 26-14,3:14,"45,683",2022,301
10/29/22,@ Nebraska,W 26-9,3:11,"86,691",2022,301
11/5/22,Michigan St.,L 15-23,3:27,"56,092",2022,301
11/12/22,Purdue,L 24-31,4:08,"45,574",2022,301
11/19/22,@ 3 Michigan,L 17-19,3:29,"110,433",2022,301
11/26/22,@ Northwestern,W 41-3,3:00,"25,744",2022,301
1/2/23,+ 20 Mississippi St.,L 10-19,3:43,"35,797",2022,301
9/1/22,Portland St.,W 21-17,3:50,"16,291",2022,630
9/10/22,@ Auburn,L 16-24,3:27,"83,340",2022,630
9/24/22,Western Mich.,W 34-6,3:27,"17,058",2022,630
10/1/22,@ Wyoming,W 33-16,3:44,"17,765",2022,630
10/7/22,UNLV,W 40-7,3:07,"16,669",2022,630
10/15/22,@ 24 Fresno St.,L 10-17,3:48,"41,031",2022,630
10/29/22,Nevada,W 35-28,3:29,"17,118",2022,630
11/5/22,Colorado St.,W 28-16,3:25,"16,382",2022,630
11/12/22,@ San Diego St.,L 27-43,3:03,"28,406",2022,630
11/19/22,@ Utah St.,L 31-35,3:26,"13,677",2022,630
11/26/22,Hawaii,W 27-14,3:00,"15,012",2022,630
12/20/22,#NAME?,L 27-41,3:30,"10,122",2022,630
9/1/22,St. Francis (Pa.),W 30-23,4:35,"8,752",2022,5
9/10/22,@ Michigan St.,L 0-52,3:57,"70,079",2022,5
9/17/22,@ 6 Tennessee,L 6-63,3:35,"101,915",2022,5
9/24/22,@ Liberty,L 12-21,3:23,"20,004",2022,5
10/1/22,Bowling Green,L 28-31,3:20,"8,093",2022,5
10/8/22,@ Ohio,L 34-55,3:14,"23,108",2022,5
10/15/22,Central Mich.,L 21-28,3:07,"14,814",2022,5
10/22/22,@ Kent St.,L 27-33,3:32,"20,472",2022,5
10/29/22,Miami (Ohio),L 9-27,3:28,"11,749",2022,5
11/8/22,Eastern Mich.,L 28-34,3:47,"12,589",2022,5
11/26/22,@ Northern Ill.,W 44-12,3:26,"6,288",2022,5
12/2/22,@ Buffalo,L 22-23,3:44,"12,247",2022,5
9/2/22,@ Duke,L 0-30,2:53,"20,722",2022,690
9/10/22,Lafayette,W 30-14,3:06,"18,430",2022,690
9/17/22,Rutgers,L 14-16,3:45,"33,297",2022,690
9/24/22,Massachusetts,W 28-0,3:10,"14,033",2022,690
10/1/22,@ Memphis,L 3-24,3:09,"23,239",2022,690
10/13/22,@ UCF,L 13-70,3:23,"41,729",2022,690
10/21/22,Tulsa,L 16-27,3:31,"13,607",2022,690
10/29/22,@ Navy,L 20-27,3:38,"31,141",2022,690
11/5/22,South Fla.,W 54-28,3:10,"13,862",2022,690
11/12/22,@ Houston,L 36-43,3:22,"21,731",2022,690
11/19/22,Cincinnati,L 3-23,3:13,"14,673",2022,690
11/26/22,East Caro.,L 46-49,3:21,"13,037",2022,690
9/3/22,Fla. Atlantic,W 41-38,3:29,"20,004",2022,519
9/10/22,@ 7 Penn St.,L 10-46,3:35,"107,306",2022,519
9/17/22,@ Iowa St.,L 10-43,3:38,"58,138",2022,519
9/24/22,Fordham,W 59-52,3:55,"19,024",2022,519
10/1/22,@ Kent St.,L 24-31,3:49,"20,392",2022,519
10/8/22,Akron,W 55-34,3:14,"23,108",2022,519
10/15/22,@ Western Mich.,W 33-14,3:14,"20,320",2022,519
10/22/22,Northern Ill.,W 24-17,3:05,"15,922",2022,519
11/1/22,Buffalo,W 45-24,3:30,"16,401",2022,519
11/8/22,@ Miami (Ohio),W 37-21,3:31,"15,490",2022,519
11/15/22,@ Ball St.,W 32-18,3:34,"6,722",2022,519
11/22/22,Bowling Green,W 38-14,3:14,"11,693",2022,519
12/3/22,#NAME?,L 7-17,3:21,"15,550",2022,519
12/30/22,#NAME?,W 30-27,3:36,"27,691",2022,519
9/2/22,2 TCU,L 13-38,3:25,"47,868",2022,157
9/10/22,@ Air Force,L 10-41,3:12,"33,647",2022,157
9/17/22,@ Minnesota,L 7-49,3:19,"42,101",2022,157
9/24/22,21 UCLA,L 17-45,3:26,"42,848",2022,157
10/1/22,@ Arizona,L 20-43,3:21,"36,591",2022,157
10/15/22,California,W 20-13,3:29,"50,471",2022,157
10/22/22,@ 17 Oregon St.,L 9-42,3:14,"27,679",2022,157
10/29/22,Arizona St.,L 34-42,3:41,"40,334",2022,157
11/5/22,15 Oregon,L 10-49,3:31,"42,089",2022,157
11/11/22,@ 12 Southern California,L 17-55,3:55,"61,206",2022,157
11/19/22,@ 8 Washington,L 7-54,3:08,"67,969",2022,157
11/26/22,10 Utah,L 21-63,3:38,"33,474",2022,157
9/2/22,@ Colorado,W 38-13,3:25,"47,868",2022,698
9/10/22,Tarleton St.,W 59-17,3:14,"43,197",2022,698
9/24/22,@ Southern Methodist,W 42-34,3:35,"35,569",2022,698
10/1/22,Oklahoma,W 55-24,3:55,"49,095",2022,698
10/8/22,@ Kansas,W 38-31,3:23,"47,233",2022,698
10/15/22,Oklahoma St.,W 43-40,3:53,"49,594",2022,698
10/22/22,14 Kansas St.,W 38-28,3:16,"47,881",2022,698
10/29/22,@ West Virginia,W 41-31,3:38,"50,426",2022,698
11/5/22,Texas Tech,W 34-24,3:24,"44,760",2022,698
11/12/22,@ 25 Texas,W 17-10,3:14,"104,203",2022,698
11/19/22,@ Baylor,W 29-28,3:03,"44,393",2022,698
11/26/22,Iowa St.,W 62-14,3:23,"44,846",2022,698
12/3/22,+ 14 Kansas St.,L 28-31,3:52,"69,335",2022,698
12/31/22,+ 3 Michigan,W 51-45,4:55,"71,723",2022,698
1/9/23,+ 1 Georgia,L 7-65,3:11,"72,628",2022,698
9/3/22,North Carolina,L 61-63,4:10,"40,168",2022,27
9/10/22,@ Texas A&M,W 17-14,4:01,"92,664",2022,27
9/17/22,19 Troy,W 32-28,3:11,"34,406",2022,27
9/24/22,James Madison,L 28-32,3:18,"33,248",2022,27
10/1/22,Citadel,W 49-0,2:48,"30,789",2022,27
10/8/22,@ Texas St.,L 24-36,3:14,"25,613",2022,27
10/19/22,Georgia St.,W 42-17,1:51,"31,757",2022,27
10/29/22,Robert Morris,W 42-3,1:59,"32,501",2022,27
11/3/22,@ Coastal Caro.,L 28-35,3:21,"21,224",2022,27
11/12/22,@ Marshall,L 21-28,3:31,"24,312",2022,27
11/19/22,Old Dominion,W 27-14,3:03,"32,096",2022,27
11/26/22,@ Ga. Southern,L 48-51,3:47,"18,683",2022,27
8/27/22,Florida A&M,W 56-24,3:24,"46,130",2022,457
9/3/22,@ Appalachian St.,W 63-61,4:10,"40,168",2022,457
9/10/22,@ Georgia St.,W 35-28,3:28,"17,687",2022,457
9/24/22,18 Notre Dame,L 32-45,3:30,"50,500",2022,457
10/1/22,Virginia Tech,W 41-10,3:13,"45,029",2022,457
10/8/22,@ Miami (Fla.),W 27-24,3:34,0,2022,457
10/15/22,@ Duke,W 38-35,3:35,"40,004",2022,457
10/29/22,22 Pittsburgh,W 42-24,3:40,"50,500",2022,457
11/5/22,@ Virginia,W 31-28,3:16,"44,156",2022,457
11/12/22,@ Wake Forest,W 36-34,3:40,"31,346",2022,457
11/19/22,Georgia Tech,L 17-21,3:16,"44,940",2022,457
11/25/22,North Carolina St.,L 27-30,3:57,"50,500",2022,457
12/3/22,+ 13 Clemson,L 10-39,3:23,"64,115",2022,457
12/28/22,+ 15 Oregon,L 27-28,3:32,"36,242",2022,457
9/1/22,@ Missouri,L 24-52,4:30,"47,653",2022,366
9/10/22,Stephen F. Austin,W 52-17,3:42,"16,094",2022,366
9/17/22,@ 13 Clemson,L 20-48,3:23,"80,542",2022,366
9/24/22,@ South Ala.,L 14-38,3:20,"17,939",2022,366
10/8/22,UTEP,W 41-31,3:39,"16,375",2022,366
10/15/22,@ North Texas,L 27-47,3:26,"16,590",2022,366
10/22/22,Rice,L 41-42,4:04,"18,300",2022,366
10/28/22,@ Florida Int'l,L 34-42,3:50,"12,478",2022,366
11/5/22,Middle Tenn. St.,W 40-24,3:35,"14,298",2022,366
11/12/22,@ UTSA,L 7-51,3:06,"25,409",2022,366
11/19/22,@ Charlotte,L 21-26,3:09,"7,905",2022,366
11/26/22,UAB,L 27-37,3:23,"10,342",2022,366
8/27/22,Idaho St.,W 52-21,3:14,"19,579",2022,465
9/10/22,@ California,L 14-20,3:19,"38,181",2022,465
9/17/22,North Texas,W 58-27,3:16,"19,623",2022,465
9/24/22,@ Utah St.,W 34-24,3:42,"17,454",2022,465
9/30/22,New Mexico,W 31-20,3:15,"21,605",2022,465
10/7/22,@ San Jose St.,L 7-40,3:07,"16,669",2022,465
10/15/22,Air Force,L 7-42,2:47,"23,847",2022,465
10/22/22,@ 18 Notre Dame,L 21-44,3:22,"73,165",2022,465
11/5/22,@ San Diego St.,L 10-14,3:11,"28,854",2022,465
11/11/22,24 Fresno St.,L 30-37,3:24,"23,146",2022,465
11/19/22,@ Hawaii,L 25-31,3:16,"9,346",2022,465
11/26/22,Nevada,W 27-22,3:14,"24,873",2022,465
9/1/22,Eastern Ill.,W 34-27,3:25,"10,864",2022,503
9/10/22,@ Tulsa,L 35-38,3:35,"22,113",2022,503
9/17/22,Vanderbilt,L 28-38,3:12,"14,110",2022,503
9/24/22,@ Kentucky,L 23-31,3:04,"61,579",2022,503
10/1/22,@ Ball St.,L 38-44,3:50,"10,012",2022,503
10/8/22,Toledo,L 32-52,3:31,"12,682",2022,503
10/15/22,@ Eastern Mich.,W 39-10,3:01,"15,100",2022,503
10/22/22,@ Ohio,L 17-24,3:05,"15,922",2022,503
11/2/22,Central Mich.,L 22-35,3:35,"6,055",2022,503
11/9/22,@ Western Mich.,W 24-21,3:39,"8,722",2022,503
11/16/22,Miami (Ohio),L 23-29,3:16,"5,187",2022,503
11/26/22,Akron,L 12-44,3:26,"6,288",2022,503
9/4/22,+ 11 Florida St.,L 23-24,3:49,"68,388",2022,365
9/10/22,Southern U.,W 65-17,3:09,"102,321",2022,365
9/17/22,20 Mississippi St.,W 31-16,3:29,"98,520",2022,365
9/24/22,New Mexico,W 38-0,2:47,"100,501",2022,365
10/1/22,@ Auburn,W 21-17,3:34,"87,451",2022,365
10/8/22,6 Tennessee,L 13-40,3:28,"102,321",2022,365
10/15/22,@ Florida,W 45-35,3:31,"90,585",2022,365
10/22/22,Mississippi,W 45-20,3:22,"100,821",2022,365
11/5/22,5 Alabama,W 32-31,3:56,"102,321",2022,365
11/12/22,@ Arkansas,W 13-10,3:17,"73,750",2022,365
11/19/22,UAB,W 41-10,3:10,"97,367",2022,365
11/26/22,@ Texas A&M,L 23-38,3:24,"93,578",2022,365
12/3/22,+ 1 Georgia,L 30-50,3:45,"74,810",2022,365
1/2/23,#NAME?,W 63-7,3:37,"42,791",2022,365
9/1/22,Ball St.,W 59-10,3:27,"92,236",2022,694
9/10/22,@ 22 Pittsburgh,W 34-27,4:05,"59,785",2022,694
9/17/22,Akron,W 63-6,3:35,"101,915",2022,694
9/24/22,Florida,W 38-33,3:49,"101,915",2022,694
10/8/22,@ 16 LSU,W 40-13,3:28,"102,321",2022,694
10/15/22,5 Alabama,W 52-49,3:55,"101,915",2022,694
10/22/22,Tenn.-Martin,W 65-24,3:45,"101,915",2022,694
10/29/22,Kentucky,W 44-6,3:21,"101,915",2022,694
11/5/22,@ 1 Georgia,L 13-27,3:26,"92,746",2022,694
11/12/22,Missouri,W 66-24,3:37,"101,915",2022,694
11/19/22,@ 23 South Carolina,L 38-63,3:49,"79,041",2022,694
11/26/22,@ Vanderbilt,W 56-0,3:09,"40,350",2022,694
12/30/22,+ 13 Clemson,W 31-14,3:44,"63,912",2022,694
8/27/22,@ UTEP,W 31-13,3:15,"45,971",2022,497
9/3/22,Southern Methodist,L 10-48,3:30,"25,306",2022,497
9/10/22,Texas Southern,W 59-27,3:23,"15,984",2022,497
9/17/22,@ UNLV,L 27-58,3:16,"19,623",2022,497
9/24/22,@ Memphis,L 34-44,3:33,"23,203",2022,497
10/1/22,Fla. Atlantic,W 45-28,3:54,"18,274",2022,497
10/15/22,Louisiana Tech,W 47-27,3:26,"16,590",2022,497
10/22/22,@ UTSA,L 27-31,3:20,"27,122",2022,497
10/29/22,@ Western Ky.,W 40-13,3:23,"17,194",2022,497
11/5/22,Florida Int'l,W 52-14,3:10,"22,308",2022,497
11/12/22,@ UAB,L 21-41,2:57,"18,504",2022,497
11/26/22,Rice,W 21-17,3:01,"15,688",2022,497
12/2/22,@ UTSA,L 27-48,3:23,"41,412",2022,497
12/17/22,#NAME?,L 32-35,4:06,"12,211",2022,497
9/3/22,Liberty,L 27-29,5:03,"24,051",2022,664
9/10/22,@ Miami (Fla.),L 7-30,6:18,"46,421",2022,664
9/17/22,Northwestern St.,W 64-10,3:34,"26,202",2022,664
9/24/22,@ 9 Tulane,W 27-24,3:15,"20,422",2022,664
10/8/22,@ 19 Troy,L 10-27,3:02,"26,017",2022,664
10/15/22,Arkansas St.,W 20-19,3:15,"27,042",2022,664
10/22/22,@ Texas St.,W 20-14,3:19,"16,318",2022,664
10/27/22,La.-Lafayette,W 39-24,3:46,"27,332",2022,664
11/5/22,Georgia St.,L 14-42,3:30,"22,128",2022,664
11/12/22,@ Coastal Caro.,L 23-26,3:29,"16,203",2022,664
11/19/22,South Ala.,L 20-27,3:23,"24,032",2022,664
11/26/22,@ La.-Monroe,W 20-10,2:48,"4,465",2022,664
12/17/22,#NAME?,W 38-24,3:58,"20,512",2022,664
8/27/22,Duquesne,W 47-7,3:03,"51,207",2022,234
9/4/22,+ 16 LSU,W 24-23,3:49,"68,388",2022,234
9/16/22,@ Louisville,W 35-31,3:50,"46,459",2022,234
9/24/22,Boston College,W 44-14,3:11,"79,560",2022,234
10/1/22,Wake Forest,L 21-31,3:22,"69,749",2022,234
10/8/22,@ North Carolina St.,L 17-19,3:47,"56,919",2022,234
10/15/22,13 Clemson,L 28-34,3:25,"71,098",2022,234
10/29/22,Georgia Tech,W 41-16,3:22,"61,007",2022,234
11/5/22,@ Miami (Fla.),W 45-3,3:16,"66,200",2022,234
11/12/22,@ Syracuse,W 38-3,3:02,"45,213",2022,234
11/19/22,La.-Lafayette,W 49-17,3:15,"58,597",2022,234
11/25/22,Florida,W 45-38,3:53,"79,560",2022,234
12/29/22,#NAME?,W 35-32,3:57,"61,520",2022,234
9/3/22,@ 17 Oregon St.,L 17-34,3:32,"27,732",2022,66
9/9/22,@ New Mexico,W 31-14,3:20,"16,157",2022,66
9/17/22,Tenn.-Martin,W 30-7,3:12,"36,396",2022,66
9/23/22,@ UTEP,L 10-27,3:06,"11,227",2022,66
9/30/22,San Diego St.,W 35-13,3:10,0,2022,66
10/8/22,24 Fresno St.,W 40-20,3:14,"37,663",2022,66
10/22/22,@ Air Force,W 19-14,3:38,"25,254",2022,66
10/29/22,Colorado St.,W 49-10,3:16,"33,895",2022,66
11/5/22,Brigham Young,L 28-31,3:14,"36,461",2022,66
11/12/22,@ Nevada,W 41-3,3:27,"14,960",2022,66
11/19/22,@ Wyoming,W 20-17,3:11,"17,345",2022,66
11/25/22,Utah St.,W 42-23,3:32,"31,402",2022,66
12/3/22,24 Fresno St.,L 16-28,3:16,"24,037",2022,66
12/17/22,#NAME?,W 35-32,4:06,"12,211",2022,66
9/3/22,Kent St.,W 45-20,3:18,"56,112",2022,756
9/10/22,Portland St.,W 52-6,3:00,"57,518",2022,756
9/17/22,Michigan St.,W 39-28,3:37,"68,161",2022,756
9/24/22,Stanford,W 40-22,3:20,"65,438",2022,756
9/30/22,@ 21 UCLA,L 32-40,3:20,"41,343",2022,756
10/8/22,@ Arizona St.,L 38-45,3:39,"39,244",2022,756
10/15/22,Arizona,W 49-39,3:33,"63,189",2022,756
10/22/22,@ California,W 28-21,3:20,"34,601",2022,756
11/4/22,17 Oregon St.,W 24-21,3:50,"62,142",2022,756
11/12/22,@ 15 Oregon,W 37-34,3:49,"58,756",2022,756
11/19/22,Colorado,W 54-7,3:08,"67,969",2022,756
11/26/22,@ Washington St.,W 51-33,3:41,"33,152",2022,756
12/29/22,+ 25 Texas,W 27-20,3:28,"62,730",2022,756
9/3/22,@ 21 UCLA,L 17-45,3:32,"27,143",2022,71
9/10/22,Eastern Ky.,L 57-59,4:26,"17,376",2022,71
9/17/22,Marshall,W 34-31,3:52,"21,158",2022,71
9/24/22,@ 20 Mississippi St.,L 14-45,3:01,"48,376",2022,71
10/1/22,@ Akron,W 31-28,3:20,"8,093",2022,71
10/8/22,Buffalo,L 7-38,3:24,"8,724",2022,71
10/15/22,Miami (Ohio),W 17-13,3:11,"7,841",2022,71
10/22/22,@ Central Mich.,W 34-18,3:22,"14,676",2022,71
11/2/22,Western Mich.,W 13-9,3:09,"7,589",2022,71
11/9/22,Kent St.,L 6-40,3:10,"7,291",2022,71
11/15/22,@ Toledo,W 42-35,3:58,"20,027",2022,71
11/22/22,@ Ohio,L 14-38,3:14,"11,693",2022,71
12/26/22,#NAME?,L 19-24,6:43,"22,987",2022,71
9/3/22,@ Southern Miss.,W 29-27,5:03,"24,051",2022,355
9/10/22,UAB,W 21-14,3:07,"18,892",2022,355
9/17/22,@ Wake Forest,L 36-37,3:34,"32,891",2022,355
9/24/22,Akron,W 21-12,3:23,"20,004",2022,355
10/1/22,@ Old Dominion,W 38-24,3:42,"18,368",2022,355
10/8/22,@ Massachusetts,W 42-24,3:46,"11,217",2022,355
10/15/22,Gardner-Webb,W 21-20,3:20,"20,924",2022,355
10/22/22,Brigham Young,W 41-14,3:15,"24,012",2022,355
11/5/22,@ Arkansas,W 21-19,3:10,"70,072",2022,355
11/12/22,@ Connecticut,L 33-36,3:37,"15,107",2022,355
11/19/22,Virginia Tech,L 22-23,3:08,"23,055",2022,355
11/26/22,New Mexico St.,L 14-49,3:11,"18,837",2022,355
12/20/22,#NAME?,L 19-21,3:15,"20,622",2022,355
9/3/22,@ Maryland,L 10-31,3:34,"30,223",2022,86
9/10/22,Holy Cross,L 31-37,3:53,"16,933",2022,86
9/17/22,@ Coastal Caro.,L 26-38,3:51,"13,372",2022,86
9/24/22,@ Eastern Mich.,W 50-31,3:34,"14,524",2022,86
10/1/22,Miami (Ohio),W 24-20,3:27,"18,615",2022,86
10/8/22,@ Bowling Green,W 38-7,3:24,"8,724",2022,86
10/15/22,@ Massachusetts,W 34-7,3:28,"13,378",2022,86
10/22/22,Toledo,W 34-27,3:33,"14,190",2022,86
11/1/22,@ Ohio,L 24-45,3:30,"16,401",2022,86
11/9/22,@ Central Mich.,L 27-31,3:30,"9,103",2022,86
11/26/22,Kent St.,L 27-30,3:36,"12,302",2022,86
12/2/22,Akron,W 23-22,3:44,"12,247",2022,86
12/27/22,#NAME?,W 23-21,3:32,"15,322",2022,86
9/3/22,Illinois St.,W 38-0,2:49,"73,727",2022,796
9/10/22,Washington St.,L 14-17,3:13,"74,001",2022,796
9/17/22,New Mexico St.,W 66-7,3:22,"73,080",2022,796
9/24/22,@ 4 Ohio St.,L 21-52,3:59,"105,473",2022,796
10/1/22,Illinois,L 10-34,3:30,"73,502",2022,796
10/8/22,@ Northwestern,W 42-7,3:05,"32,123",2022,796
10/15/22,@ Michigan St.,L 28-34,3:30,"72,526",2022,796
10/22/22,Purdue,W 35-24,3:20,"75,018",2022,796
11/5/22,Maryland,W 23-10,3:12,"74,057",2022,796
11/12/22,@ Iowa,L 10-24,3:19,"69,250",2022,796
11/19/22,@ Nebraska,W 15-14,3:09,"86,068",2022,796
11/26/22,Minnesota,L 16-23,3:34,"75,728",2022,796
12/27/22,#NAME?,W 24-17,3:18,"23,187",2022,796
9/3/22,@ North Texas,W 48-10,3:30,"25,306",2022,663
9/10/22,Lamar,W 45-16,3:31,"26,509",2022,663
9/17/22,@ Maryland,L 27-34,3:50,"31,194",2022,663
9/24/22,2 TCU,L 34-42,3:35,"35,569",2022,663
10/5/22,@ UCF,L 19-41,3:28,"27,495",2022,663
10/14/22,Navy,W 40-34,4:01,"24,583",2022,663
10/22/22,Cincinnati,L 27-29,3:38,"23,566",2022,663
10/29/22,@ Tulsa,W 45-34,3:27,"22,993",2022,663
11/5/22,Houston,W 77-63,3:55,"23,841",2022,663
11/12/22,@ South Fla.,W 41-23,3:24,"24,907",2022,663
11/17/22,@ 9 Tulane,L 24-59,3:43,"20,894",2022,663
11/26/22,Memphis,W 34-31,3:26,"15,759",2022,663
12/17/22,#NAME?,L 23-24,3:19,"22,209",2022,663
8/27/22,Connecticut,W 31-20,3:34,"19,553",2022,731
9/3/22,@ 5 Alabama,L 0-55,3:40,"98,321",2022,731
9/10/22,Weber St.,L 7-35,3:14,"17,781",2022,731
